Race,Pct_pov_20,Pct_pov_15
pct_pov,12.842100664893444,15.471814083067647
pct_pov_WH,9.309868218095149,10.766393263385604
pct_pov_BL,22.06815013550315,26.99867267422269
pct_pov_NA,24.134631416692688,28.295439616283296
pct_pov_AS,10.610122825044632,12.56661840076899
pct_pov_2R,15.078781771859909,19.944450797325437
pct_pov_HS,18.292667960630517,24.304942433158345
